pos x,pos y,vel x,vel y,angle,angleVel,contact_1,contact_2,class
"(-0.1448, -0.1371]","(-7.9e-05, -2.5e-05]","(0.0057, 0.178]","(-0.0004, -1e-06]","(0.0003, 0.0038]","(4.5e-05, 0.001]","(0.5, 1.0]","(0.5, 1.0]",Fire right engine
"(-0.0884, -0.0496]","(0.173, 0.466]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.526, -0.3794]","(1.099, 1.338]","(-0.168, -0.0044]","(0.0004, 0.0771]","(-0.416, -0.114]","(-0.303, -0.167]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.526, -0.3794]","(0.466, 1.099]","(-0.482, -0.168]","(-0.183, -0.0059]","(-0.416, -0.114]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(0.0109, 0.0324]","(-2.5e-05, 0.0649]","(-0.168, -0.0044]","(-0.0059, -0.0004]","(-0.114, -0.0056]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.3794, -0.1448]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.368, -0.183]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0884, -0.0496]","(1.433, 1.504]","(-0.72, -0.652]","(0.0771, 0.211]","(0.0003, 0.0038]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(0.0333, 0.0566]","(-2.5e-05, 0.0649]","(9.7e-05, 0.0057]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0069, 0.0095]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(0.0004, 0.0771]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.482, -0.168]","(-0.368, -0.183]","(-0.416, -0.114]","(-0.303, -0.167]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0069, 0.0095]","(-2.5e-05, 0.0649]","(-0.168, -0.0044]","(0.0004, 0.0771]","(-0.0056, 0.0003]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.1367, -0.0884]","(1.099, 1.338]","(-0.652, -0.626]","(-0.684, -0.368]","(-0.114, -0.0056]","(-0.303, -0.167]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.1367, -0.0884]","(0.0649, 0.173]","(0.178, 0.34]","(-0.183, -0.0059]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(0.0096, 0.0108]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.482, -0.168]","(-0.183, -0.0059]","(-0.416, -0.114]","(-0.303, -0.167]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0069, 0.0095]","(-2.5e-05, 0.0649]","(-0.482, -0.168]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(0.0333, 0.0566]","(-2.5e-05, 0.0649]","(-0.168, -0.0044]","(-0.183, -0.0059]","(0.0038, 0.0078]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0884, -0.0496]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0078, 0.0273]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0069, 0.0095]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(-0.114, -0.0056]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.173, 0.466]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.1367, -0.0884]","(0.0649, 0.173]","(0.178, 0.34]","(-0.183, -0.0059]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.1367, -0.0884]","(0.173, 0.466]","(0.178, 0.34]","(-0.684, -0.368]","(0.0273, 0.249]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.1448, -0.1371]","(-7.9e-05, -2.5e-05]","(0.0057, 0.178]","(-0.0004, -1e-06]","(0.0003, 0.0038]","(4.5e-05, 0.001]","(0.5, 1.0]","(0.5, 1.0]",Fire right engine
"(0.0109, 0.0324]","(-0.0011, -0.000506]","(0.0057, 0.178]","(0.0, 0.0004]","(0.0003, 0.0038]","(-9.2e-05, 4.5e-05]","(0.5, 1.0]","(0.5, 1.0]",No action
"(0.0333, 0.0566]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0069, 0.0095]","(-2.5e-05, 0.0649]","(-0.168, -0.0044]","(-0.183, -0.0059]","(-0.0056, 0.0003]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.1448, -0.1371]","(-7.9e-05, -2.5e-05]","(0.0057, 0.178]","(-0.0004, -1e-06]","(0.0003, 0.0038]","(4.5e-05, 0.001]","(0.5, 1.0]","(0.5, 1.0]",No action
"(-0.526, -0.3794]","(1.099, 1.338]","(0.0057, 0.178]","(-0.368, -0.183]","(-0.416, -0.114]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(0.0273, 0.249]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(0.0109, 0.0324]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0884, -0.0496]","(1.099, 1.338]","(-0.72, -0.652]","(-0.684, -0.368]","(0.0078, 0.0273]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.1367, -0.0884]","(1.433, 1.504]","(-0.72, -0.652]","(-0.183, -0.0059]","(-0.114, -0.0056]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.1448, -0.1371]","(0.173, 0.466]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.526, -0.3794]","(0.466, 1.099]","(0.0057, 0.178]","(-0.684, -0.368]","(-0.416, -0.114]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(0.0109, 0.0324]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0884, -0.0496]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.526, -0.3794]","(0.466, 1.099]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(0.0333, 0.0566]","(-2.5e-05, 0.0649]","(9.7e-05, 0.0057]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.626, -0.482]","(-0.183, -0.0059]","(-0.416, -0.114]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(0.0109, 0.0324]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(0.0038, 0.0078]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.526, -0.3794]","(1.099, 1.338]","(-0.168, -0.0044]","(0.0004, 0.0771]","(-0.416, -0.114]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(-0.626, -0.482]","(-0.368, -0.183]","(-0.416, -0.114]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(-0.114, -0.0056]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.0057, 0.178]","(-0.368, -0.183]","(-0.114, -0.0056]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0069, 0.0095]","(-2.5e-05, 0.0649]","(-0.482, -0.168]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.303, -0.167]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.173, 0.466]","(0.178, 0.34]","(-0.684, -0.368]","(0.0038, 0.0078]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(-0.626, -0.482]","(-0.183, -0.0059]","(-0.416, -0.114]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0495, -0.0312]","(-0.0077, -0.0011]","(-0.0001, 9.7e-05]","(0.0, 0.0004]","(-0.0056, 0.0003]","(-9.2e-05, 4.5e-05]","(0.5, 1.0]","(0.5, 1.0]",No action
"(0.0324, 0.0332]","(-2.5e-05, 0.0649]","(-0.168, -0.0044]","(-0.183, -0.0059]","(-0.114, -0.0056]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.168, -0.0044]","(-0.183, -0.0059]","(-0.601, -0.416]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(0.0333, 0.0566]","(-2.5e-05, 0.0649]","(9.7e-05, 0.0057]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.34, 0.508]","(-0.684, -0.368]","(-0.114, -0.0056]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.3794, -0.1448]","(1.433, 1.504]","(-0.808, -0.72]","(-0.183, -0.0059]","(-0.114, -0.0056]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.626, -0.482]","(-0.368, -0.183]","(-0.416, -0.114]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0884, -0.0496]","(1.433, 1.504]","(-0.652, -0.626]","(0.211, 0.455]","(0.0078, 0.0273]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.1367, -0.0884]","(0.173, 0.466]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0069, 0.0095]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(0.0004, 0.0771]","(0.0273, 0.249]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.3794, -0.1448]","(0.173, 0.466]","(0.178, 0.34]","(-0.684, -0.368]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.34, 0.508]","(-0.684, -0.368]","(-0.114, -0.0056]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.031, -0.0069]","(1.378, 1.433]","(-0.808, -0.72]","(-0.183, -0.0059]","(0.0078, 0.0273]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.626, -0.482]","(-0.368, -0.183]","(-0.416, -0.114]","(-0.303, -0.167]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(1.378, 1.433]","(-0.72, -0.652]","(-0.684, -0.368]","(-0.114, -0.0056]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(0.0324, 0.0332]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.168, -0.0044]","(-0.183, -0.0059]","(-0.601, -0.416]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.0069, 0.0095]","(-2.5e-05, 0.0649]","(-0.168, -0.0044]","(-0.183, -0.0059]","(-0.114, -0.0056]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.72, -0.652]","(-0.684, -0.368]","(-0.114, -0.0056]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.34, 0.508]","(-0.684, -0.368]","(-0.114, -0.0056]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(0.0324, 0.0332]","(-0.0011, -0.000506]","(9.7e-05, 0.0057]","(0.0, 0.0004]","(0.0003, 0.0038]","(-9.2e-05, 4.5e-05]","(0.5, 1.0]","(0.5, 1.0]",No action
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.626, -0.482]","(-0.368, -0.183]","(-0.416, -0.114]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.626, -0.482]","(-0.368, -0.183]","(-0.416, -0.114]","(-0.303, -0.167]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.031, -0.0069]","(1.378, 1.433]","(-0.808, -0.72]","(0.211, 0.455]","(0.0078, 0.0273]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(0.0109, 0.0324]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(-0.114, -0.0056]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0078, 0.0273]","(-0.167, -0.0796]","(-0.001, 0.5]","(0.5, 1.0]",No action
"(-0.3794, -0.1448]","(0.466, 1.099]","(-0.482, -0.168]","(0.0004, 0.0771]","(-0.416, -0.114]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.72, -0.652]","(-0.368, -0.183]","(-0.114, -0.0056]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0069, 0.0095]","(1.378, 1.433]","(-0.72, -0.652]","(-0.684, -0.368]","(0.0078, 0.0273]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.0495, -0.0312]","(-0.0011, -0.000506]","(-0.0001, 9.7e-05]","(-1e-06, 0.0]","(-0.0056, 0.0003]","(-9.2e-05, 4.5e-05]","(0.5, 1.0]","(0.5, 1.0]",No action
"(-0.1448, -0.1371]","(-7.9e-05, -2.5e-05]","(0.0057, 0.178]","(-0.0004, -1e-06]","(0.0003, 0.0038]","(4.5e-05, 0.001]","(0.5, 1.0]","(0.5, 1.0]",No action
"(-0.1367, -0.0884]","(1.433, 1.504]","(-0.808, -0.72]","(0.0004, 0.0771]","(0.0078, 0.0273]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(0.0333, 0.0566]","(-2.5e-05, 0.0649]","(-0.168, -0.0044]","(-0.183, -0.0059]","(-0.0056, 0.0003]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.34, 0.508]","(-0.684, -0.368]","(-0.114, -0.0056]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(0.0109, 0.0324]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(-0.114, -0.0056]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.0884, -0.0496]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0078, 0.0273]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.3794, -0.1448]","(1.099, 1.338]","(0.0057, 0.178]","(-0.684, -0.368]","(-0.601, -0.416]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.0495, -0.0312]","(-0.0011, -0.000506]","(-0.0001, 9.7e-05]","(0.0, 0.0004]","(-0.0056, 0.0003]","(-9.2e-05, 4.5e-05]","(0.5, 1.0]","(0.5, 1.0]",No action
"(-0.1448, -0.1371]","(-7.9e-05, -2.5e-05]","(0.0057, 0.178]","(-0.0004, -1e-06]","(0.0003, 0.0038]","(4.5e-05, 0.001]","(0.5, 1.0]","(0.5, 1.0]",Fire right engine
"(-0.3794, -0.1448]","(0.173, 0.466]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.526, -0.3794]","(1.099, 1.338]","(-0.482, -0.168]","(0.0004, 0.0771]","(-0.416, -0.114]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.526, -0.3794]","(1.099, 1.338]","(0.0057, 0.178]","(-0.183, -0.0059]","(-0.601, -0.416]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(0.0078, 0.0273]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0078, 0.0273]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.0069, 0.0095]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.0059, -0.0004]","(-0.114, -0.0056]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.0884, -0.0496]","(1.378, 1.433]","(-0.72, -0.652]","(-0.183, -0.0059]","(-0.0056, 0.0003]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.0884, -0.0496]","(0.173, 0.466]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0884, -0.0496]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.0059, -0.0004]","(-0.0056, 0.0003]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.526, -0.3794]","(1.099, 1.338]","(-0.168, -0.0044]","(0.0004, 0.0771]","(-0.601, -0.416]","(-0.303, -0.167]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.3794, -0.1448]","(1.099, 1.338]","(-0.72, -0.652]","(-0.684, -0.368]","(-0.416, -0.114]","(-0.303, -0.167]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.173, 0.466]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.1448, -0.1371]","(-7.9e-05, -2.5e-05]","(0.0057, 0.178]","(-0.0004, -1e-06]","(0.0003, 0.0038]","(4.5e-05, 0.001]","(0.5, 1.0]","(0.5, 1.0]",No action
"(-0.031, -0.0069]","(1.433, 1.504]","(-0.808, -0.72]","(0.211, 0.455]","(0.0078, 0.0273]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(0.0109, 0.0324]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.0884, -0.0496]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0038, 0.0078]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0884, -0.0496]","(0.173, 0.466]","(0.178, 0.34]","(-0.183, -0.0059]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(-0.482, -0.168]","(0.0004, 0.0771]","(-0.416, -0.114]","(-0.167, -0.0796]","(-0.001, 0.5]","(-0.001, 0.5]",No action
"(-0.0495, -0.0312]","(-0.0077, -0.0011]","(-0.0001, 9.7e-05]","(0.0, 0.0004]","(-0.0056, 0.0003]","(-9.2e-05, 4.5e-05]","(0.5, 1.0]","(0.5, 1.0]",Fire right engine
"(-0.0495, -0.0312]","(-0.0077, -0.0011]","(-0.168, -0.0044]","(-1e-06, 0.0]","(0.0003, 0.0038]","(-9.2e-05, 4.5e-05]","(0.5, 1.0]","(0.5, 1.0]",Fire right engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(-0.114, -0.0056]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(-0.416, -0.114]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(-0.482, -0.168]","(-0.368, -0.183]","(-0.416, -0.114]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.173, 0.466]","(0.178, 0.34]","(-0.684, -0.368]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.0069, 0.0095]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(0.0038, 0.0078]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.526, -0.3794]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(-0.114, -0.0056]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",Fire right engine
"(-0.3794, -0.1448]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0078, 0.0273]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.0057, 0.178]","(-0.368, -0.183]","(-0.416, -0.114]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.0884, -0.0496]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(0.0109, 0.0324]","(-0.0011, -0.000506]","(-0.0001, 9.7e-05]","(-1e-06, 0.0]","(-0.0056, 0.0003]","(-9.2e-05, 4.5e-05]","(0.5, 1.0]","(0.5, 1.0]",No action
"(-0.031, -0.0069]","(0.0649, 0.173]","(0.178, 0.34]","(-0.368, -0.183]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.34, 0.508]","(-0.684, -0.368]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.34, 0.508]","(-0.684, -0.368]","(-0.416, -0.114]","(0.149, 0.361]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.1367, -0.0884]","(0.0649, 0.173]","(0.34, 0.508]","(-0.368, -0.183]","(0.0273, 0.249]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.526, -0.3794]","(0.466, 1.099]","(-0.168, -0.0044]","(-0.183, -0.0059]","(-0.601, -0.416]","(0.0448, 0.149]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.0884, -0.0496]","(-2.5e-05, 0.0649]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0078, 0.0273]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
"(-0.3794, -0.1448]","(0.466, 1.099]","(0.178, 0.34]","(-0.684, -0.368]","(-0.0056, 0.0003]","(0.001, 0.0448]","(-0.001, 0.5]","(-0.001, 0.5]",Fire left engine
"(-0.0069, 0.0095]","(0.0649, 0.173]","(0.0057, 0.178]","(-0.183, -0.0059]","(0.0273, 0.249]","(-0.0796, -0.0003]","(-0.001, 0.5]","(-0.001, 0.5]",Fire down engine
